Year,Tmax31,Tmax32,Tmax33,Tmax34,Tmax35,Tmax36,Tmax37,Tmax38,Tmax39,Tmin31,Tmin32,Tmin33,Tmin34,Tmin35,Tmin36,Tmin37,Tmin38,Tmin39,Rain28,Rain29,Rain30,Rain31,Rain32,Rain33,Rain34,Rain35,Rain36,RHI28,RHI29,RHI30,RHI31,RHI32,RHI33,RHI34,RHI35,RHI36,RHII28,RHII29,RHII30,RHII31,RHII32,RHII33,RHII34,RHII35,RHII36,Yield,District_Belagavi,District_ChickkaManglur,District_Dakshinakannada,District_Davanagere,District_Hassan,District_Kodagu,District_Mysuru,District_Shivamogga,District_Udupi,District_Uttarkannada
1993,-2.222138485,-1.318954097,-2.204558818,-2.137690244,-2.044309914,-2.913835405,-1.869723658,-1.594586926,-2.167015306,-1.546476487,-1.842899006,-1.556707382,-1.517075708,-1.424058551,-1.537085248,-1.586441007,-1.490645052,-1.752014673,1.49442435,-0.417261961,1.060349976,0.914807366,0.324667265,0.674882991,-0.196066425,-0.660788792,-0.370514564,0.9829818,1.012820688,1.170216633,0.93161491,0.807283645,1.040489414,0.821893992,0.80699137,0.810518488,1.07953908,0.611027246,1.252714969,1.218833661,0.577778541,1.190545631,0.690039122,0.579386551,1.127122605,2705,0,0,0,0,0,1,0,0,0,0
1994,-2.514087413,-1.488806267,-1.632323816,-2.44281099,-2.758925115,-2.654564651,-1.869723658,-1.669584295,-1.156511404,-1.594446955,-1.535275829,-1.335524331,-1.383229477,-1.205521536,-1.089079833,-1.715940402,-2.092046251,-1.573023338,3.666745354,-0.527631577,-0.169070558,0.62818018,1.708215253,1.242418405,-0.599237073,-0.700023924,-0.540686456,1.065216618,0.610660325,0.809760945,1.255578885,1.251788174,1.293605866,0.787838251,-0.335176508,-0.676542372,1.108848736,0.847039993,0.798755466,1.421836212,1.432069495,1.30057502,0.485626665,0.618871865,0.625200175,2938,0,0,0,0,0,1,0,0,0,0
1995,-1.71122786,-1.420865399,-1.228393226,-1.188425701,-2.651732835,-2.321216539,-1.448439863,-2.26956325,-2.005334681,-1.594446955,-1.359491156,-1.556707382,-1.472460298,-1.555180761,-1.671486873,-1.672773937,-1.490645052,-1.84151034,-0.1613247,-0.276865317,-0.593008673,-0.351605182,4.743176227,2.702354332,-0.429740842,0.321795392,-0.468690656,0.830259993,0.781273812,0.550683419,0.41774102,1.359910898,0.875963721,0.345113619,0.600313373,0.556630048,0.972070344,0.620104659,0.815886014,0.888014688,1.448188193,1.105907639,0.949485702,0.918960254,0.949021098,2728,0,0,0,0,0,1,0,0,0,0
1996,-2.185644869,-2.202185382,-2.271880583,-1.798667193,-2.115771434,-1.580442957,-2.137813346,-2.382059304,-2.167015306,-1.594446955,-1.535275829,-1.24705111,-1.204767835,-1.511473357,-0.999478749,-0.982110495,-1.146987224,-1.304536336,0.384247784,0.942069706,0.730982671,0.153132732,1.029708158,1.431596876,0.560907036,-0.050085428,1.422835368,0.865503487,0.9518873,1.136423912,1.088011312,1.047556363,0.749405495,1.060284179,1.144202839,1.354565144,0.75713287,1.364452554,1.312671884,1.188759209,0.755084211,1.139762836,1.224656318,1.045313259,1.313319636,2465,0,0,0,0,0,1,0,0,0,0
1997,-2.149151253,-2.134244514,-1.766967346,-2.239397159,-1.972848394,-1.247094845,-1.142051648,-1.444592187,-2.045754837,-1.83429929,-1.930791343,-1.689417213,-1.561691119,-1.467765954,-1.447484165,-1.543274542,-1.53360228,-1.707266839,1.532487547,1.399778995,-0.245705525,2.883513616,1.037289243,0.395681661,-0.735821415,-0.033026675,-0.619227329,0.701033849,0.890953911,0.809760945,1.121524826,1.011515456,0.572223979,0.401873188,0.774358002,0.653349454,1.011149884,1.237368767,0.790190193,1.226352274,1.05328011,0.725036675,0.642867016,1.069004448,0.908543482,2596,0,0,0,0,0,1,0,0,0,0
1998,-1.309798084,-2.032333212,-1.093749696,-1.425741837,-1.722733074,-1.802675032,-2.865485355,-1.819579034,-2.207435462,-1.306624152,-1.403437324,-1.423997551,-1.293998656,-1.336643745,-1.31308254,-1.543274542,-1.576559509,-1.349284169,0.458561644,0.54928372,-0.596269735,0.722961281,-0.178211364,0.333057064,2.397390476,0.188737117,0.10400321,0.830259993,1.134687465,0.663325821,1.043326625,0.807283645,1.179703463,1.287322451,0.665580109,0.895147967,0.649664133,1.1919817,0.644580541,1.0684614,0.924330532,0.970486852,1.460516845,0.839989625,0.908543482,2340,0,0,0,0,0,1,0,0,0,0
1999,-2.368112949,-2.066303646,-1.329375873,-1.459644142,-2.187232955,-2.061945786,-2.32930598,-1.669584295,-1.19693156,-1.354594619,-1.315544988,-1.070104669,-1.249383246,-0.986984521,-1.133880374,-1.02527696,-1.53360228,-0.901805832,1.118323718,0.393467791,-0.601161329,-0.37330206,0.013842786,-0.194033298,-0.191129642,-0.662494667,-0.305063837,1.065216618,1.061567399,0.697118542,0.596479764,0.855338188,1.053145237,0.912709301,0.709091266,1.076496853,0.981840229,1.16474946,0.627449994,0.647419072,1.10969555,0.775819471,1.028105878,0.492518859,1.232364405,2675,0,0,0,0,0,1,0,0,0,0
2000,-0.798887459,-1.692628872,-1.396697638,-2.849638651,-2.723194355,-1.950829748,-1.754828077,-1.294597448,-1.358612184,-1.642417422,-1.711060502,-1.379760941,-1.65092194,-1.380351148,-1.447484165,-1.456941611,-1.275858909,-0.9913015,-0.697834518,0.485983499,-0.494361534,6.783242065,2.273006075,0.399595698,-0.673288825,-0.012556171,0.280720174,-0.485497108,0.708153746,0.16769925,1.344948257,0.99950182,0.395042462,0.37916936,0.273979694,0.750068859,-0.825588528,0.983201193,0.301969596,1.46694789,1.182229688,0.775819471,0.713625175,0.800504311,0.633295698,2643,0,0,0,0,0,1,0,0,0,0
2001,-2.331619333,-2.066303646,-2.170897936,-2.273299464,-2.365886755,-1.395249562,-1.371842809,-1.144602709,-2.369116086,-1.786328823,-1.403437324,-1.468234162,-1.293998656,-1.424058551,-1.447484165,-1.759106867,-1.232901681,-1.573023338,0.956101999,0.225478743,0.48803352,1.991657711,0.931154054,-0.725037696,-0.482399865,0.052267091,0.223450787,1.006477462,0.9518873,1.001253029,1.155038341,0.639092742,0.078646898,-0.188426322,0.480657691,1.209486035,1.177237932,1.119362393,1.389759347,1.121091691,1.021042715,-0.070560448,0.556384823,1.100592699,1.272842021,2838,0,0,0,0,0,1,0,0,0,0
2002,-1.930189556,-2.406007986,-2.170897936,-2.171592549,-1.186771673,-2.136023144,-1.716529551,-1.519589556,-1.358612184,-1.83429929,-1.842899006,-1.556707382,-1.517075708,-1.511473357,-1.58188579,-1.759106867,-1.877260108,-1.752014673,0.532875504,1.430617565,2.170741731,0.992459353,-0.678562965,1.145872151,0.223560167,-0.75972956,-0.445782901,0.935990475,1.061567399,0.989988789,0.842245538,0.014383673,1.331573334,0.37916936,-0.378687666,-0.120405791,1.138158392,1.337220314,1.244149695,1.075980013,-0.042791303,0.978950651,0.407006489,-0.068172604,0.552340467,2085,0,0,0,0,0,1,0,0,0,0
2003,-1.273304468,-1.828510608,-1.766967346,-2.44281099,-1.901386874,-2.173061823,-2.176111872,-1.894576403,-1.924494369,-1.546476487,-1.447383492,-1.689417213,-1.65092194,-1.642595567,-1.626686332,-1.802273332,-1.83430288,-1.931006008,-0.433204675,0.857669411,0.336394118,3.998048013,0.137667172,0.267823108,0.256472057,-0.546495145,-0.723948493,0.583555537,0.805647168,0.978724548,1.22206537,1.011515456,1.040489414,0.594855719,0.524168848,0.520360271,0.903681147,1.02858826,1.18419278,1.376724534,1.045220761,0.99587825,1.059553949,0.413548231,0.544244944,2158,0,0,0,0,0,1,0,0,0,0
2004,-2.404606565,-2.202185382,-2.036254406,-2.307201769,-1.758463834,-1.506365599,-2.291007453,-1.594586926,-1.560712965,-2.122122093,-1.842899006,-2.043310096,-1.873998992,-2.035962194,-2.029891206,-1.802273332,-1.920217337,-1.528275504,3.345926983,0.60609161,1.163073442,0.862278081,-0.169366765,-0.569780882,0.807746208,-0.580612652,-0.727221029,0.935990475,0.890953911,0.877346386,-0.487123874,0.278683664,0.167237656,0.651615288,0.448024323,0.629169602,1.147928277,0.892427059,1.269845516,-0.209702812,0.118395669,0.234136322,0.831555438,0.405651168,0.471385236,2565,0,0,0,0,0,1,0,0,0,0
2005,-2.404606565,-2.202185382,-2.137237053,-1.493546447,-1.115310153,-1.913791069,-2.980380936,-2.457056674,-2.005334681,-2.122122093,-1.930791343,-1.954836875,-1.963229813,-1.598888164,-1.671486873,-1.672773937,-1.791345651,-2.065249509,2.763197569,0.32367524,0.971486025,-0.316205011,-0.089765374,1.109341136,2.683723916,0.932498756,-0.576684356,0.830259993,1.025007366,1.03504575,0.56296625,0.458888203,1.027833592,1.173803315,1.068058314,0.193932277,1.177237932,-0.559959077,0.421883427,0.700049363,-0.00249456,0.496514097,0.658591052,1.069004448,0.77091959,2611,0,0,0,0,0,1,0,0,0,0
2006,-2.295125717,-2.066303646,-2.339202348,-1.595253362,-1.972848394,-1.173017487,-2.214410399,-2.719547467,-2.409536242,-2.074151626,-2.018683679,-1.866363655,-2.052460634,-2.123377001,-1.805888498,-1.759106867,-1.791345651,-2.109997343,0.02174115,0.690491905,1.780229506,-0.52403827,-0.211062732,-0.73417045,1.558137291,0.971733888,0.485253697,0.771520837,0.744713779,0.877346386,0.484768049,0.735201829,0.015367785,0.96946887,1.29649189,0.834698339,0.913451033,1.037665673,1.329802432,0.542158489,0.722846816,0.234136322,1.429068775,1.313813397,0.746633021,2644,0,0,0,0,0,1,0,0,0,0
2007,-2.295125717,-2.066303646,-2.339202348,-1.595253362,-1.972848394,-1.173017487,-2.214410399,-2.719547467,-2.409536242,-2.074151626,-2.018683679,-1.866363655,-2.052460634,-2.123377001,-1.805888498,-1.759106867,-1.791345651,-2.109997343,0.02174115,0.690491905,1.780229506,-0.52403827,-0.211062732,-0.73417045,1.558137291,0.971733888,0.485253697,0.771520837,0.744713779,0.877346386,0.484768049,0.735201829,0.015367785,0.96946887,1.29649189,0.834698339,0.913451033,1.037665673,1.329802432,0.542158489,0.722846816,0.234136322,1.429068775,1.313813397,0.746633021,2826,0,0,0,0,0,1,0,0,0,0
2008,-2.514087413,-2.27012625,-2.574828526,-2.002081023,-1.008117873,-1.321172203,-2.903783882,-2.569552728,-2.32869593,-1.402565086,-1.579221997,-1.600943993,-1.606306529,-1.205521536,-1.133880374,-1.456941611,-1.490645052,-2.065249509,1.848774585,1.568579585,0.977192884,-0.509193037,0.563471439,0.172581533,1.459401622,-0.478260133,-0.768127734,0.113642286,0.208499962,0.314134374,0.406569848,0.410833659,0.407698285,0.526744238,0.600313373,0.641259528,1.04045954,1.155672047,1.304106611,1.271463952,1.295060569,1.393676811,1.452654828,1.598107659,1.685713697,2655,0,0,0,0,0,1,0,0,0,0
2009,-2.149151253,-2.066303646,-1.565002051,-1.629155667,-2.222963715,-2.876796726,-2.32930598,-2.082069827,-2.449956398,-0.922860415,-0.832137138,-0.583501955,-0.71399832,-0.724740102,-0.596273875,-1.154776355,-1.748388423,-1.125545001,0.367934986,0.122412999,-0.261195571,0.340411053,0.466180849,2.853697109,-0.0545453,-0.183143703,-0.111984191,0.113642286,0.208499962,0.314134374,0.406569848,0.410833659,0.407698285,0.526744238,0.600313373,0.641259528,1.04045954,1.155672047,1.304106611,1.271463952,1.295060569,1.393676811,1.452654828,1.598107659,1.685713697,2746,0,0,0,0,0,1,0,0,0,0
2010,-2.73304911,-2.406007986,-2.137237053,-2.64622482,-1.258233193,-1.839713711,-2.176111872,-2.569552728,-2.32869593,-1.978210692,-1.886845175,-1.999073486,-1.918614402,-3.128647271,-1.716287415,-1.456941611,-0.932201081,-0.767562331,1.801648723,0.356136892,0.435856522,0.604199419,-0.320988462,0.142573913,0.455588989,2.167552486,-0.647043888,0.865503487,0.939700622,1.102631191,1.121524826,-0.273943589,0.749405495,0.75378251,1.024547157,0.145572575,0.952530573,0.701801379,1.46684681,1.278982565,0.037802183,0.945095454,1.224656318,1.313813397,0.447098667,2775,0,0,0,0,0,1,0,0,0,0
2011,-2.404606565,-2.10027408,-1.867949993,-2.171592549,-2.580271315,-2.617525972,-2.635694194,-2.719547467,-2.126595149,-1.83429929,-1.535275829,-1.645180603,-1.606306529,-1.511473357,-1.447484165,-1.456941611,-1.748388423,-2.512727846,0.732254153,1.3527096,-0.025583811,0.375811223,2.978046968,1.582939653,1.360665953,0.188737117,-0.792671757,0.783268668,1.098127432,0.843553665,0.819903195,1.119638179,1.205015108,1.105691833,0.524168848,-0.676542372,0.884141377,1.037665673,0.790190193,1.113573078,1.399832101,1.359821615,0.98879579,1.203254517,-0.062919286,3031,0,0,0,0,0,1,0,0,0,0
2012,-1.309798084,-2.43997842,-1.901610876,-1.290132617,-2.651732835,-2.321216539,-2.520798614,-1.932075088,-1.439452496,-1.546476487,-1.75500667,-1.777890434,-1.606306529,-1.555180761,-1.58188579,-1.543274542,-1.963174565,-1.617771172,-0.855524904,2.448290347,-0.149504183,-0.225991674,1.982397822,1.113255173,0.916355444,0.158031361,-0.804125634,0.160633611,0.817833845,0.753439743,0.518281564,1.251788174,1.078456882,0.87865356,0.284857483,-0.120405791,-0.171006221,1.16474946,0.875842929,0.211339517,1.327297963,1.088980041,1.224656318,0.366165853,-0.338167071,2691,0,0,0,0,0,1,0,0,0,0
2013,-2.73304911,-2.406007986,-2.137237053,-2.64622482,-1.258233193,-1.839713711,-2.176111872,-2.569552728,-2.32869593,-1.978210692,-1.886845175,-1.999073486,-1.918614402,-3.128647271,-1.716287415,-1.456941611,-0.932201081,-0.767562331,1.801648723,0.356136892,0.435856522,0.604199419,-0.320988462,0.142573913,0.455588989,2.167552486,-0.647043888,0.865503487,0.939700622,1.102631191,1.121524826,-0.273943589,0.749405495,0.75378251,1.024547157,0.145572575,0.952530573,0.701801379,1.46684681,1.278982565,0.037802183,0.945095454,1.224656318,1.313813397,0.447098667,2900,0,0,0,0,0,1,0,0,0,0
2014,-2.295125717,-2.43997842,-2.036254406,-1.256230312,-2.830386635,-2.69160333,-2.750589775,-2.607051412,-1.641553277,-1.450535553,-1.711060502,-1.733653824,-1.517075708,-1.598888164,-1.58188579,-1.500108076,-1.53360228,-1.438779837,2.12609216,1.076785561,-0.385931209,-0.332192185,1.27735693,1.890843924,0.396347588,0.052267091,-0.046533464,0.935990475,1.134687465,0.415512536,0.082605874,1.119638179,1.078456882,0.447280842,0.33924643,-0.688632298,1.128388506,1.337220314,1.158496959,0.865458849,0.223167201,1.19900943,1.130312107,1.013725008,0.519958375,3126,0,0,0,0,0,1,0,0,0,0
2015,-1.455772548,-1.964392344,-1.430358521,-1.324034922,-1.544079274,-1.135978808,-1.946320711,-2.194565881,-1.520292809,-1.594446955,-1.711060502,-1.379760941,-1.69553735,-1.730010373,-1.447484165,-1.715940402,-1.83430288,-1.438779837,-0.247420025,0.828453925,0.422812272,0.167977965,-0.084711317,0.413947169,0.218623384,-0.108085189,0.693059757,0.33685108,1.061567399,0.528154938,0.082605874,0.038410945,-0.338995248,0.345113619,-0.095865143,-0.362204304,0.678973788,1.237368767,1.055713675,0.669974911,0.5213631,0.640398684,0.745073245,1.037416196,0.795206159,3052,0,0,0,0,0,1,0,0,0,0
2016,-1.930189556,-1.76056974,-2.170897936,-1.629155667,-2.008579154,-2.136023144,-1.793126604,-2.569552728,-2.894578115,-2.697767698,-1.667114334,-1.070104669,-1.026306193,-0.943277117,-1.31308254,-1.02527696,-1.061072767,-0.946553666,-0.076135641,0.187336303,1.83322177,-0.220281969,-0.276765467,-0.194033298,0.034316802,0.502618175,0.902502084,0.630546862,0.781273812,1.136423912,0.585308593,1.143665451,0.319107527,0.220242569,1.318247468,1.294115515,0.688743674,1.101207567,1.252714969,0.948163592,1.246704477,1.080516241,1.271828423,1.756048917,1.766668928,2548,0,0,0,0,0,1,0,0,0,0
2017,-1.273304468,-1.284983663,-1.262054108,-1.900374108,-2.008579154,-2.136023144,-1.793126604,-2.569552728,-2.894578115,-1.018801349,-1.051867979,-1.114341279,-1.115537014,-0.943277117,-1.31308254,-1.02527696,-1.061072767,-0.946553666,0.344372055,0.287967423,0.240192776,1.287080126,-0.276765467,-0.194033298,0.034316802,0.502618175,0.902502084,0.348598911,0.366926771,0.13390653,0.965128425,1.143665451,0.319107527,0.220242569,1.318247468,1.294115515,0.366337463,0.828885166,-0.100598265,-0.908933822,1.246704477,1.080516241,1.271828423,1.756048917,1.766668928,2649,0,0,0,0,0,1,0,0,0,0
2018,-1.966683172,-2.236155816,-2.473845878,-2.408908684,-2.437348275,-1.506365599,-0.6441708,-1.219600079,-1.641553277,-1.306624152,-1.403437324,-1.556707382,-1.606306529,-1.424058551,-1.895489581,-2.147605054,-1.576559509,-1.617771172,0.402373116,3.267947054,6.690574249,1.691327233,2.065789756,-0.478453344,-0.610756234,-0.497024761,0.513070256,0.830259993,1.061567399,1.136423912,1.188551855,0.723188193,-0.718669926,-1.891213367,-0.987843868,-0.192945345,1.050229425,1.210136527,1.526803725,1.339131469,1.045220761,-0.095951846,-0.127610707,0.287195225,0.414716575,2948,0,0,0,0,0,1,0,0,0,0
2019,-1.565253396,-2.168214948,-2.137237053,-1.764764888,-2.222963715,-2.654564651,-2.061216292,-1.819579034,-1.358612184,-1.354594619,-1.667114334,-1.512470772,-1.561691119,-1.292936342,-1.357883082,-1.19794282,-1.318816138,-1.617771172,0.047116615,6.028810535,0.70326364,0.202236194,0.069437408,3.443412067,1.321171686,0.060796468,-0.524323774,0.313355418,1.061567399,0.843553665,0.629993279,0.759229101,1.331573334,0.799190165,0.023790539,-1.135959549,0.219789185,1.364452554,1.304106611,1.14364753,1.10969555,1.469851004,1.295414476,0.942651442,0.746633021,2695,0,0,0,0,0,1,0,0,0,0
2021,-1.674734244,-1.149101927,-0.891784401,-1.052816481,-0.972387113,-1.024862771,-1.065454595,-0.694618493,-0.833150156,-1.594446955,-1.051867979,-0.539265345,-0.803229141,-0.943277117,0.075734249,0.571882251,0.270601317,-0.051596992,0.362497386,1.088147139,-0.02395328,-0.521754388,-0.366474971,-0.332329284,-0.676580014,-0.59596553,-0.115256727,0.830259993,0.805647168,0.697118542,0.697020308,0.783256373,0.913931188,1.060284179,0.959280421,0.629169602,1.167468047,1.064897913,1.012887307,1.091017239,0.924330532,1.393676811,1.452654828,1.076901511,1.313319636,2715,0,0,0,0,0,1,0,0,0,0
1990,-0.032521522,0.00589283,-0.252227633,0.099861892,0.564035569,0.493723073,0.887770273,1.030321003,0.702815775,-0.059392007,-0.172944614,-0.627738566,-0.71399832,-0.637325296,-0.685874958,-0.507279378,-0.201928197,-0.27533616,-0.247420025,-0.301617327,-0.676165765,-0.786684695,-0.592644003,-0.38190709,-0.344169929,-0.763141311,-0.809034438,0.195877105,0.208499962,-0.327927321,-0.330727473,-0.670393575,-0.263060312,-0.188426322,-0.911699342,-1.135959549,0.200249415,0.188927525,-0.417513389,-0.675856819,-1.291990341,-0.866157572,-1.668566154,-2.216173702,-2.119182147,2860,0,0,0,0,0,0,1,0,0,0
1991,-0.032521522,0.00589283,-0.252227633,0.099861892,0.564035569,0.493723073,0.887770273,1.030321003,0.702815775,-0.059392007,-0.172944614,-0.627738566,-0.71399832,-0.637325296,-0.685874958,-0.507279378,-0.201928197,-0.27533616,-0.247420025,-0.301617327,-0.676165765,-0.786684695,-0.592644003,-0.38190709,-0.344169929,-0.763141311,-0.809034438,0.195877105,0.208499962,-0.327927321,-0.330727473,-0.670393575,-0.263060312,-0.188426322,-0.911699342,-1.135959549,0.200249415,0.188927525,-0.417513389,-0.675856819,-1.291990341,-0.866157572,-1.668566154,-2.216173702,-2.119182147,1968,0,0,0,0,0,0,1,0,0,0
1993,-0.032521522,0.00589283,0.219024722,0.133764197,0.349651009,0.234452319,0.274993844,0.20534994,0.460294838,-0.059392007,-0.172944614,0.12428381,0.356771531,0.324237572,0.165335332,0.22655053,0.313558546,0.440629179,-0.247420025,-0.301617327,-0.63621775,-0.569715909,-0.266657354,-0.530640509,-0.581135534,-0.568671524,-0.78939922,0.195877105,0.208499962,-0.575740606,-0.498295046,-0.346025405,-0.351651071,-0.301945458,-0.498343348,-0.338024453,0.200249415,0.188927525,-1.428215678,-0.713449884,-1.146922065,-1.086216351,-0.83519229,-0.723628821,-1.115337286,3068,0,0,0,0,0,0,1,0,0,0
1994,-0.032521522,0.00589283,0.690277077,0.032057282,0.099535689,0.049258924,0.9260688,1.067819688,1.066597179,-0.059392007,-0.172944614,0.832069575,0.26754071,0.499067184,0.747742373,0.917213972,0.657216374,1.067098851,-0.247420025,-0.301617327,-0.775628168,-0.492063922,-0.721522446,-0.468015911,-0.735821415,-0.65055354,0.61779142,0.195877105,0.208499962,-0.237813399,-0.230186929,-0.502202672,0.078646898,-0.154370581,-0.128498511,-0.362204304,0.200249415,0.188927525,-1.719434981,-0.487891493,-0.155622184,0.15796213,-1.299051328,-1.568614547,-1.924889593,3463,0,0,0,0,0,0,1,0,0,0
1995,-0.032521522,0.00589283,0.824920607,0.642298773,0.635497089,0.049258924,0.581382058,0.392843364,0.702815775,-0.059392007,-0.172944614,-1.335524331,-1.293998656,-1.467765954,-1.223481457,-0.636778773,-1.018115538,-0.812310165,-0.247420025,-0.301617327,-0.743017544,-0.581135319,-0.30203575,-0.488890777,-0.607465046,-0.258202217,-0.625772402,0.195877105,0.208499962,0.426776776,0.473596877,0.735201829,0.281140059,0.447280842,0.502413269,0.520360271,0.200249415,0.188927525,0.558927805,0.248932582,0.489125706,0.284919118,0.092525785,0.129253968,-1.034382055,3337,0,0,0,0,0,0,1,0,0,0
1996,-0.032521522,0.00589283,0.353668252,-0.069649634,0.099535689,0.234452319,0.19839679,0.017856517,0.015673122,-0.059392007,-0.172944614,-1.24705111,-1.338614067,-1.424058551,-1.357883082,-1.19794282,-1.104029995,-1.080797167,-0.247420025,-0.301617327,-0.439738739,0.837155379,-0.683617022,0.560071229,-0.429740842,-0.486789509,0.159636328,0.195877105,0.208499962,0.550683419,0.507110392,-0.057698143,-0.009943861,-0.143018667,0.089057275,0.532450197,0.200249415,0.188927525,-0.100598265,0.895533301,0.198989155,0.581152089,0.163283944,0.721533682,1.208077836,3241,0,0,0,0,0,0,1,0,0,0
1997,-0.032521522,0.00589283,0.757598842,0.608396468,0.170997209,0.530761752,0.351590898,0.355344679,0.33903437,-0.059392007,-0.172944614,-0.318082293,-0.490921268,-0.243958668,-0.46187225,-0.248280587,-0.244885425,-0.27533616,-0.247420025,-0.301617327,-0.432401348,-0.631380722,-0.716468389,-0.676764569,-0.472526298,-0.162673199,-0.809034438,0.195877105,0.208499962,0.359191335,0.41774102,-0.069711779,0.546912333,0.708374856,0.502413269,0.762158785,0.200249415,0.188927525,0.139229397,0.572232941,0.722846816,0.809674667,0.800107368,1.076901511,1.062358421,3074,0,0,0,0,0,0,1,0,0,0
1998,-0.032521522,0.00589283,0.589294429,0.201568807,0.242458729,0.345568356,-0.222887005,0.130352571,-0.711889687,-0.059392007,-0.172944614,-0.185372462,-0.089382574,-0.287666071,-0.148268459,-0.291447052,-0.545586025,-0.27533616,-0.247420025,-0.301617327,-0.230215478,-0.240836906,-0.830184662,-0.567171524,-0.750631765,-0.326437229,-0.478508265,0.195877105,0.208499962,0.381719815,0.261344618,0.302710935,0.660814737,0.560799979,0.208712958,0.629169602,0.200249415,0.188927525,-0.751559061,-0.232258651,-1.195278157,-0.163662239,-0.434229393,-0.771011198,0.03422699,3223,0,0,0,0,0,0,1,0,0,0
1999,-0.032521522,0.00589283,0.656616194,0.777907994,0.278189489,0.60483911,0.160098263,0.992822319,0.945336711,-0.059392007,-0.172944614,-0.096899242,-0.401690447,-0.462495684,-0.551473333,-0.636778773,-0.588543253,-0.141092659,-0.247420025,-0.301617327,-0.752800731,-0.800387987,-0.65581971,-0.73417045,-0.712783092,-0.783611815,-0.521051238,0.195877105,0.208499962,0.314134374,-0.006763498,0.098479125,-0.098534619,0.061315778,0.045546118,0.641259528,0.200249415,0.188927525,0.045011387,-0.277370329,-0.00249456,-0.214445035,-0.504987551,-1.252732033,-0.419122302,3184,0,0,0,0,0,0,1,0,0,0
2000,-0.032521522,0.00589283,0.084381192,-0.205258854,0.456843289,0.308529677,0.696277639,0.280347309,0.056093278,-0.059392007,-0.172944614,-0.848921617,-0.624767499,-0.724740102,-0.685874958,-0.809444634,-0.803329396,-0.185840493,-0.247420025,-0.301617327,-0.490285206,-0.601690256,-0.772063012,-0.554124733,-0.610756234,0.222854623,-0.494870947,0.195877105,0.208499962,-0.587004847,0.216659932,-0.321998133,-0.212437022,0.220242569,0.589435584,-0.483103561,0.200249415,0.188927525,-0.408948116,0.121116161,-0.695598542,-0.349865822,-1.542773873,-0.85787889,-1.236770132,3187,0,0,0,0,0,0,1,0,0,0
2001,-0.032521522,0.00589283,-0.050262338,-0.171356549,-0.079118112,0.715955147,0.811173219,0.467840733,-0.146007503,-0.059392007,-0.172944614,-0.495028735,-0.446305858,-0.593617893,-0.551473333,-0.205114122,-0.201928197,-0.320083994,-0.247420025,-0.301617327,-0.748724403,-0.804955751,-0.120089713,-0.743303204,-0.668352041,-0.713670926,-0.506324824,0.195877105,0.208499962,-0.857346613,-0.945141907,-0.382066313,-1.3767727,-1.24415429,-0.824677028,-0.338024453,0.200249415,0.188927525,0.190621039,0.722605202,0.577778541,0.327238114,-1.306913345,-0.19452561,0.600913606,3373,0,0,0,0,0,0,1,0,0,0
2002,-0.032521522,0.00589283,0.017059427,0.065959587,1.02853545,0.678916468,0.772874693,0.617835472,0.824076243,-0.059392007,-0.172944614,-0.318082293,-0.535536679,-0.200251265,-0.282670084,-0.636778773,-0.416714339,-0.27533616,-0.247420025,-0.301617327,-0.575072829,-0.823226807,-0.830184662,-0.695030077,0.830784531,-0.70514155,-0.517778701,0.195877105,0.208499962,0.212756211,0.261344618,-0.033670871,-0.136502086,-0.188426322,0.099935064,0.085122946,0.200249415,0.188927525,-0.554557767,-0.736005723,-1.904500836,-1.120071548,-0.41064334,-0.565687564,-0.313880502,2860,0,0,0,0,0,0,1,0,0,0
2003,-0.032521522,0.00589283,0.084381192,0.337178027,0.84988165,0.456684394,0.236695317,0.092853886,-0.307688127,-0.059392007,-0.172944614,-0.406555514,-0.490921268,-0.681032699,-0.372271167,-0.291447052,-0.244885425,0.127394343,-0.247420025,-0.301617327,-0.592193407,-0.585703083,-0.633076456,-0.653280345,-0.765442116,-0.783611815,-0.517778701,0.195877105,0.208499962,0.212756211,0.261344618,-0.033670871,-0.136502086,-0.188426322,0.099935064,0.085122946,0.200249415,0.188927525,-0.554557767,-0.736005723,-1.904500836,-1.120071548,-0.41064334,-0.565687564,-0.313880502,3153,0,0,0,0,0,0,1,0,0,0
2004,-0.032521522,0.00589283,0.084381192,0.337178027,0.84988165,0.456684394,0.236695317,0.092853886,-0.307688127,-0.059392007,-0.172944614,-0.406555514,-0.490921268,-0.681032699,-0.372271167,-0.291447052,-0.244885425,0.127394343,-0.247420025,-0.301617327,-0.732419091,-0.846065626,-0.830184662,-0.744607883,-0.219104748,-0.582318527,-0.579956892,0.195877105,0.208499962,0.212756211,0.261344618,-0.033670871,-0.136502086,-0.188426322,0.099935064,0.085122946,0.200249415,0.188927525,-0.554557767,-0.736005723,-1.904500836,-1.120071548,-0.41064334,-0.565687564,-0.313880502,3319,0,0,0,0,0,0,1,0,0,0
